OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SitePlanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedforPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/unitary-authority/peterborough,Peterborough,PDL/0055/17,,"North Westgate Development Area
Westgate
Peterborough

",https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O875WIML0CW00,OSGB36,518945,298922,45.5,Unknown,Yes,Permissioned,Outline,02/10/2015,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=O875WIML0CW00,,100,,,,100,100,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/unitary-authority/peterborough,Peterborough,PDL/0056/17,,"Northern Section Of The East Of England Showground
Oundle Road
Alwalton
Peterborough

",https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0UNSFML0CW00,OSGB36,514405,296090,62.5,Unknown,Yes,Permissioned,Reserved Matters,23/05/2003,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P0UNSFML0CW00,,58,,,,58,58,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/unitary-authority/peterborough,Peterborough,PDL/0057/17,,"Sewerage Works
Potters Way
Fengate
Peterborough

",https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O879VAML0CW00,OSGB36,520180,298386,3.9,Unknown,Yes,Permissioned,Full,22/08/2016,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=O879VAML0CW00,,18,,,,18,18,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/unitary-authority/peterborough,Peterborough,PDL/0058/17,,"Land To Rear Of 44-90 New Road
Woodston
Peterborough
PE2 9HB",https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0UP84ML0CW00,OSGB36,518364,297436,9.8,Unknown,Yes,Permissioned,Full,15/09/2015,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P0UP84ML0CW00,,45,,,,45,45,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/unitary-authority/peterborough,Peterborough,PDL/0059/17,,"Land To Rear Of The Rose And Crown
2 Wisbech Road
Thorney
Peterborough
PE6 0SB
",https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O855LRML0CW00,OSGB36,528190,304346,7.3,Unknown,Yes,Permissioned,Full,05/04/2013,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=O855LRML0CW00,,11,,,,11,11,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/unitary-authority/peterborough,Peterborough,PDL/0060/17,,"Remus House
Coltsfoot Drive
Woodston
Peterborough
PE2 9BF
",https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0UPIJML0CW00,OSGB36,518089,297344,3.8,Unknown,Yes,Permissioned,Prior Approval,20/09/2016,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P0UPIJML0CW00,,30,,,,30,30,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/unitary-authority/peterborough,Peterborough,PDL/0061/17,,"St Nicholas Reception Home
South Parade
West Town
Peterborough

",https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0UQ1CML0CW00,OSGB36,518023,299045,2.6,Unknown,Yes,Permissioned,Full,30/03/2007,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P0UQ1CML0CW00,,24,,,,24,24,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/unitary-authority/peterborough,Peterborough,PDL/0062/17,,"The Heron
Southfields Drive
Stanground
Peterborough
PE2 8QB
",https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O8CMF4ML0CW00,OSGB36,520838,296636,1.8,Unknown,Yes,Permissioned,Full,11/11/2015,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=O8CMF4ML0CW00,,8,,,,8,8,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/unitary-authority/peterborough,Peterborough,PDL/0063/17,,"Tranche NC2
London Road
Peterborough

",https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0UQCXML0CW00,OSGB36,518888,296508,22.8,Unknown,Yes,Permissioned,Full,26/11/2014,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P0UQCXML0CW00,,69,,,,69,69,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/unitary-authority/peterborough,Peterborough,PDL/0065/17,,"Varity House
Vicarage Farm Road
Fengate
Peterborough

",https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0UQQJML0CW00,OSGB36,521417,299517,14.5,Unknown,Yes,Permissioned,Full,14/04/2016,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P0UQQJML0CW00,,14,,,,14,14,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/unitary-authority/peterborough,Peterborough,PDL/0066/17,,"The Garden House
Minster Precincts
Peterborough
PE1 1XS
",https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0UT3IML0CW00,OSGB36,519318,298743,2.1,Unknown,Yes,Not permissioned,,,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P0UT3IML0CW00,,25,,,,25,25,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/unitary-authority/peterborough,Peterborough,PDL/0067/17,,"Land To The Rear Of 142 - 148
Fletton Avenue
Fletton
Peterborough

",https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0WGX2ML0CW01,OSGB36,519607,297255,6.1,Unknown,Yes,Not permissioned,,,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P0WGX2ML0CW01,,30,,,,30,30,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/unitary-authority/peterborough,Peterborough,PDL/0068/17,,"Land South Of Penwald Court
Peakirk
Peterborough
PE6 7NN",https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0WH8UML0CW00,OSGB36,516711,306032,7.4,Unknown,Yes,Permissioned,Full,05/05/2017,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P0WH8UML0CW00,,14,,,,14,14,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/unitary-authority/peterborough,Peterborough,PDL/0069/17,,"12 River Lane
Peterborough
PE3 6AH
",https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O8HZXHML0CW00,OSGB36,518810,298291,28.7,Unknown,Yes,Not permissioned,,,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=O8HZXHML0CW00,,50,,,,50,50,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/unitary-authority/peterborough,Peterborough,PDL/0070/17,,"Belle Vue Stables
Whittlesey Road
Stanground
Peterborough

",https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P15OO9ML0CW00,OSGB36,520227,296606,8.6,Unknown,Yes,Not permissioned,,,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P15OO9ML0CW00,,35,,,,35,35,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/unitary-authority/peterborough,Peterborough,PDL/0071/17,,"North Westgate Opportunity Area
Westgate
Peterborough

",https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P15PMBML0CW00,OSGB36,518945,298922,33.8,Unknown,Yes,Not permissioned,,,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P15PMBML0CW00,,200,,,,200,200,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/unitary-authority/peterborough,Peterborough,PDL/0072/17,,"Northminster Opportunity Area
Peterborough

",https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P15PRLML0CW00,OSGB36,519286,299051,89.1,Unknown,Yes,Not permissioned,,,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P15PRLML0CW00,,150,,,,150,150,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/unitary-authority/peterborough,Peterborough,PDL/0073/17,,"Station East Opportunity Area
Station Road
Peterborough

",https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P15Q2DML0CW00,OSGB36,518844,298851,92.8,Unknown,Yes,Not permissioned,,,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P15Q2DML0CW00,,400,,,,400,400,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/unitary-authority/peterborough,Peterborough,PDL/0075/17,,"Station West Opportunity Area
Midland Road
West Town
Peterborough

",https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P15UPLML0CW01,OSGB36,518527,298867,105.1,Unknown,Yes,Not permissioned,,,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=P15UPLML0CW01,,200,,,,200,200,,,,19/12/2017,19/12/2017
